,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
2018-07-01,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,USDT,TRX,XMR,NEO,DASH,BNB,ETC,XEM,VEN,OMG,ONT,QTUM,ZEC,ICX,LSK,ZIL,BCN,DCR,BTG,AE,STEEM,ZRX,REP,XVG,SC,BTM,BTS,PPT,MKR,NANO,BCD,RHOC,DOGE,WAVES,GNT,STRAT,DGB,SNT,WAN,BAT,XIN,NAS,HC,BTCP,IOST,WTC,LRC,KNC,CTXC,VGX,CMT,PIVX,ELA,MOAC,DROP,ENG,POWR,CENNZ,THETA,MCO,LOOM,GAS,VERI,KIN,WICC,BIX,WAXP,NXT,GTC,SYS,MANA,DDD,POLY,SUB,NULS,TUSD,FSN,PAYX,STORM,SMART,PAY,XZC,FCT,LINK,ETN,QASH,GTO,GBYTE,ZEN,MTC,BLOCK,MDS,TPAY,NXS,MAN,SALT,BTCD,NCASH,STORJ,R,CVC,HPB,ACT,DRGN,AGI,ICN,BFT,DBC,TNB,RLC,NEXO,BLZ,SMT,SNM,REQ,CVT,POE,RUFF,HOT,NEBL,ANT,SOC,SKY,SAN,CND,BTO,DEW,DATA,EOSDAC,SAI,GNO,KEY,ABT,QSP,TKY,TRUE,STQ,AMB,GRS,XAS,PART,ENJ,ODE,DTR,BRD,RDN,OCN,XDN,GAME,VTC,GNX,BOS,POA,IGNIS,SFT,DENT,C20,EKT,CS,SPHTX,PLR,ECA,VEE,CRPT,NANJ,LEND,UBQ,SRN,PPC,NKN,XSN,ITC,AUTO,KCS,HT,AION,DGD,KMD,CNX,RDD,GXC,BNT,MAID,ARK,ARDR,MONA,ELF,DCN,FUN,MITH,EMC
2018-07-08,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,USDT,NEO,TRX,XMR,DASH,ETC,XEM,BNB,XTZ,VEN,OMG,QTUM,ZEC,ONT,ICX,ZIL,BCN,LSK,BCD,BTG,ZRX,AE,DCR,BTS,DGB,STEEM,XVG,SC,MKR,BTM,REP,NPXS,NANO,WAVES,DOGE,GNT,PPT,RHOC,SNT,BAT,WAN,HC,KCS,STRAT,XIN,WTC,IOST,BTCP,NAS,DGD,LRC,AION,HT,ELF,KMD,MITH,ARDR,MAID,ARK,GXC,BNT,LOOM,FUN,MONA,GAS,MCO,RDD,VERI,KNC,DCN,CMT,VGX,CNX,EMC,CTXC,DROP,ELA,PIVX,POLY,MOAC,ENG,KIN,WAXP,QASH,MANA,POWR,THETA,NULS,FCT,SMART,NXT,XZC,PAYX,ETN,ZEN,CENNZ,BIX,DDD,SUB,WICC,SYS,STORM,LINK,MAN,GTC,TUSD,GTO,FSN,NXS,GBYTE,SKY,DRGN,BLOCK,TPAY,PAY,BFT,MTC,SALT,ICN,CVC,AGI,STORJ,BTCD,RLC,HPB,HOT,DENT,ACT,NCASH,R,NEXO,CVT,DBC,BLZ,ODE,TNB,MDS,SAN,REQ,TTU,GNO,ANT,NEBL,IGNIS,SNM,DATA,ABT,SAI,SMT,RUFF,QSP,TRUE,TKY,ENJ,BTO,NTY,PART,CND,AMB,GRS,EOSDAC,ETP,VTC,POE,CS,POA,KEY,STQ,EKT,DTR,IHT,XAS,SOC,MFT,DEW,C20,VEE,XDN,RDN,GNX,BRD,ATX,SRN,MTL,TEN,AUTO,GO,SFT,OCN,BCI,PLR
2018-07-15,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,USDT,TRX,NEO,XMR,DASH,ETC,XEM,BNB,XTZ,VEN,OMG,ZEC,QTUM,ZRX,LSK,BCN,ICX,ONT,ZIL,DCR,BTG,BTS,AE,DGB,MKR,SC,STEEM,XVG,BCD,BAT,NANO,REP,BTM,NPXS,WAVES,DOGE,KCS,WTC,GNT,PPT,STRAT,RHOC,SNT,XIN,WAN,HC,MITH,DGD,IOST,HT,MAID,AION,BTCP,KMD,GXC,LRC,NAS,ARDR,ELF,MOAC,MONA,ARK,FUN,KNC,RDD,LOOM,KIN,EMC,WAXP,GAS,DCN,MCO,BNT,CNX,POWR,VGX,DROP,NULS,PIVX,MANA,CMT,PAYX,VERI,POLY,FCT,ELA,QASH,ENG,ZEN,GTO,SMART,THETA,CTXC,XZC,ETN,NXT,SUB,PAY,SYS,CENNZ,TUSD,GBYTE,NOAH,NXS,STORM,BIX,GTC,DDD,LINK,WICC,SKY,FSN,SALT,DRGN,MAN,ODE,HPB,PZM,CVT,CVC,STORJ,TPAY,SAN,BLOCK,ICN,R,GNO,RLC,NCASH,MDS,BLZ,NEXO,AGI,SAI,DBC,HOT,NTY,ETP,PART,NEBL,TNB,ACT,SMT,TTU,BFT,REQ,DATA,ENJ,ANT,CND,IGNIS,BTO,RUFF,DENT,TKY,SNM,AMB,SFT,DTR,ABT,QSP,DEW,TRUE,GRS,CS,VTC,UBQ,SRN,XAS,MTC,EOSDAC,AUTO,PLR,C20,STQ,XDN,RDN,KICK,PPC,POE,BRD,POA,BCI,SOC,ZCL,GO,BOS,GNX,MFT,ATX,VEE
2018-07-22,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,USDT,TRX,NEO,XMR,DASH,ETC,XEM,XTZ,BNB,OMG,VEN,ZEC,BCD,QTUM,ZRX,BCN,DCR,ZIL,LSK,BTS,ICX,ONT,BTG,DGB,AE,MKR,DOGE,REP,SC,STEEM,BTM,XVG,BAT,NANO,GNT,WAVES,NPXS,STRAT,MITH,RHOC,KCS,WTC,SNT,HC,PPT,WAN,XIN,IOST,GXC,DGD,MAID,ARDR,HT,AION,MOAC,KMD,NAS,ELF,LRC,KIN,MANA,ARK,BTCP,POWR,MONA,FUN,MCO,RDD,KNC,CNX,EMC,WAXP,DCN,LOOM,BNT,DROP,PAY,GAS,ZEN,PIVX,PAYX,POLY,NXT,CMT,NULS,VERI,SMART,ENG,VGX,QASH,ETP,ELA,THETA,SUB,GTO,XZC,ETN,HOT,FCT,NXS,GBYTE,SALT,BIX,CTXC,SYS,STORM,TUSD,CENNZ,HPB,DRGN,GTC,ODE,DDD,LINK,BLOCK,WICC,CVT,FSN,CVC,NOAH,STORJ,SAN,BTCD,ICN,SKY,MAN,PART,RLC,TPAY,IGNIS,GNO,NCASH,SAI,BLZ,PZM,KICK,DBC,NEBL,TTU,MDS,AGI,SMT,REQ,TKY,R,TNB,RDN,BFT,ANT,SFT,VTC,UBQ,CND,ENJ,ACT,GRS,DATA,QSP,XAS,DEW,RUFF,NTY,NEXO,BTO,GNX,AMB,DTR,ABT,TRUE,C20,POE,PPC,AUTO,BCI,SNM,DENT,PLR,MTC,XWC,VEE,XDN,ZCL,SRN,BOS,BITCNY,GO,POA,SPHTX,BCO,CRPT,GVT
2018-07-29,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,USDT,XMR,NEO,DASH,ETC,XEM,VEN,BNB,XTZ,ZEC,OMG,QTUM,ZRX,BTG,ZIL,LSK,BCN,ICX,DCR,BTS,ONT,AE,MKR,DGB,STEEM,DOGE,SC,MITH,XVG,BTM,REP,BAT,BCD,STRAT,NANO,GNT,NPXS,RHOC,WAVES,KCS,SNT,WTC,HC,IOST,PPT,XIN,MAID,WAN,DGD,KMD,ARDR,HT,GXC,ELF,KIN,AION,LRC,BTCP,MANA,NAS,CNX,MOAC,EMC,ZEN,MONA,ARK,WAXP,FUN,POWR,PIVX,RDD,DCN,KNC,BNT,MCO,DROP,LINK,LOOM,PAY,PAYX,POLY,BIX,NULS,GAS,NXT,CMT,HOT,GBYTE,SYS,ETP,THETA,VERI,ENG,QASH,ELA,ETN,XZC,FCT,CTXC,VGX,GTO,NXS,ODE,SMART,SUB,CENNZ,ZCL,DDD,STORM,HPB,GTC,CVC,SALT,WICC,MAN,FSN,CVT,STORJ,DRGN,SAN,TUSD,BLOCK,VTC,KICK,NEXO,PART,GNO,BLZ,SKY,ICN,NCASH,SAI,IGNIS,RLC,UBQ,ANT,NEBL,PZM,TPAY,ENJ,GRS,CRPT,SFT,MDS,TNB,REQ,NOAH,AGI,SMT,BTCD,RUFF,XDN,POE,CND,NTY,DBC,BFT,C20,TTU,TKY,SNM,DATA,BTO,QSP,AMB,RDN,DTR,ACT,BAY,ABT,VEE,BCI,AUTO,TRUE,PPC,R,FXT,XTO,GNX,DEW,MNX,SRN,BITCNY,BOS,OCN,BRD,XAS,POA,MFT,SPHTX
2018-08-05,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,USDT,TRX,XMR,ETC,NEO,DASH,XEM,BNB,XTZ,ZEC,VET,OMG,QTUM,ZRX,ZIL,BTG,BCN,LSK,BTS,DCR,AE,MKR,ICX,DGB,ONT,DOGE,REP,STEEM,SC,XVG,BTM,BAT,BCD,MOAC,HC,RHOC,GNT,NANO,NPXS,KCS,STRAT,SNT,WAVES,MITH,IOST,PPT,KMD,MAID,XIN,DGD,WTC,HT,GXC,ELF,ARDR,KIN,WAN,ETP,AION,MONA,FUN,DCN,CNX,BNT,NAS,BTCP,AOA,MCO,EMC,MANA,ZEN,WAXP,LRC,ODE,ARK,KNC,PAYX,DROP,RDD,POWR,LINK,GAS,PIVX,NXT,LOOM,THETA,ELA,PAY,HOT,CMT,POLY,BIX,SYS,NULS,XZC,ENG,ETN,SMART,QASH,CENNZ,GTO,SUB,VERI,STORJ,ZCL,NXS,CTXC,FCT,CVC,GBYTE,TUSD,HPB,GTC,ICN,SAI,WICC,VGX,STORM,CVT,PZM,FSN,KICK,MAN,GNO,SALT,SAN,DIG,CRPT,PART,DRGN,DDD,TPAY,BLOCK,VTC,IGNIS,ANT,NCASH,BLZ,TNB,SFT,QKC,AUTO,NEXO,GRS,UBQ,AGI,BFT,RVN,ENJ,SKY,C20,DTR,NTY,BTO,RLC,MDS,SMT,REQ,NEBL,XAS,CND,PPC,NOAH,XDN,BITCNY,DEW,POE,DATA,NANJ,RDN,DBC,QSP,CS,UNO,SNM,TKY,ACT,EDG,XPM,FXT,BRD,R,BTCD,RUFF,VEE,BOS,BAY,MNX,TTU,BCO,NMC
2018-08-12,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,USDT,XMR,MIOTA,TRX,DASH,ETC,NEO,BNB,XEM,XTZ,ZEC,OMG,VET,ZRX,QTUM,LSK,DCR,BTG,BCN,MKR,BTS,DGB,ZIL,DOGE,ICX,AE,STEEM,MOAC,REP,ONT,BAT,SC,WAVES,XVG,BCD,BTM,RHOC,STRAT,GNT,NANO,NPXS,HC,KCS,PPT,SNT,KMD,MITH,MAID,ETP,IOST,ARDR,DGD,DCN,HT,MONA,WTC,XIN,KIN,AOA,LINK,GXC,ELF,WAN,CNX,FUN,ZEN,HOT,MCO,BNT,AION,DROP,MANA,EMC,ARK,WAXP,BTCP,NXT,POWR,RDD,XZC,NULS,KNC,LRC,NAS,PAY,PIVX,TUSD,POLY,CMT,ETN,ICN,CENNZ,PPC,SMART,SYS,THETA,QASH,BIX,ENG,LOOM,SAI,ELA,ZCL,ODE,NXS,GAS,VERI,SUB,FCT,TPAY,DIG,GTO,PZM,STORJ,GBYTE,MAN,CVT,WICC,CTXC,CVC,IGNIS,DRGN,SAN,SALT,STORM,NMC,PAYX,GNO,VTC,VGX,HPB,TEN,ANT,CRPT,RVN,GTC,GRS,PART,NEXO,AUTO,TNB,BFT,NTY,ENJ,FSN,FXT,BRD,SKY,UNO,SFT,CND,C20,REQ,RLC,AGI,KICK,DAX,BLOCK,NCASH,LYL,BLZ,NEBL,DTR,SMT,DDD,EDG,BCO,NOAH,BITCNY,XTO,UBQ,BCI,BOS,UCASH,MDS,XAS,ACT,SNM,XDN,CS,TKY,R,MNX,QKC,POE,RUFF,DATA,QSP,XWC,DBC,LCC,SOC
2018-08-19,BTC,ETH,XRP,BCH,EOS,XLM,LTC,USDT,ADA,XMR,MIOTA,TRX,ETC,DASH,NEO,XEM,BNB,XTZ,VET,ZEC,OMG,LSK,ZRX,QTUM,ONT,BTG,DCR,BCN,MKR,BTS,ZIL,DOGE,DGB,ICX,AE,STEEM,NANO,BAT,XVG,WAVES,SC,MOAC,REP,PPT,BTM,NPXS,BCD,RHOC,ETP,GNT,STRAT,HC,SNT,KCS,MITH,IOST,KMD,DCN,HT,ARDR,DGD,MAID,WTC,AION,LINK,ELF,XIN,MONA,WAN,FUN,KIN,CNX,GXC,ZEN,NAS,BNT,BTCP,HOT,MANA,XZC,RDD,EMC,MCO,ELA,POWR,AOA,TTU,ARK,CTXC,NXT,WAXP,LRC,DROP,VERI,PAY,TUSD,PIVX,KNC,NULS,QASH,CMT,GAS,THETA,POLY,BIX,SYS,ETN,FCT,CENNZ,LOOM,SMART,ENG,ODE,NXS,SUB,GTO,SAI,ICN,XET,TPAY,PZM,ZCL,GRS,DDD,DIG,CVC,STORM,STORJ,WICC,SOC,GBYTE,DRGN,IGNIS,MAN,VGX,SAN,SKY,CVT,NTY,AUTO,DENT,NEXO,GNO,NOAH,ATX,CRPT,SALT,RVN,VTC,TEN,BRD,ENJ,FSN,PART,ANT,BLOCK,C20,REQ,PPC,EDG,HPB,TNB,RLC,DAX,EDO,TRUE,SFT,UNO,NCASH,FXT,BOS,NEBL,AGI,BFT,PAYX,SMT,NEC,DATA,BCI,BCO,CS,XAS,CND,XWC,BLZ,DBC,KICK,TKY,DTR,UBQ,UCASH,MDS,QSP,R,XPM,GTC,POE,QKC,XDN,SPHTX
2018-08-26,BTC,ETH,XRP,BCH,EOS,XLM,LTC,USDT,ADA,MIOTA,XMR,TRX,ETC,DASH,NEO,BNB,XEM,VET,XTZ,ZEC,LSK,OMG,NANO,ONT,ZRX,QTUM,ICX,BCN,BTG,DCR,ZIL,MKR,BTS,DOGE,DGB,STEEM,AE,WAVES,REP,BAT,XVG,SC,BTM,BCD,NPXS,MOAC,WTC,PPT,STRAT,RHOC,GNT,ETP,WAN,SNT,AION,DCN,KMD,MITH,KCS,HC,IOST,LINK,ARDR,MAID,HT,DGD,CNX,ELF,XIN,MONA,ARK,ZEN,ELA,FUN,HOT,BNT,GXC,NAS,BTCP,KIN,QASH,SUB,TTU,TUSD,MANA,RDD,XZC,POWR,MCO,KNC,NXT,EMC,CMT,WAXP,LRC,THETA,PIVX,PAY,POLY,NULS,AOA,LOOM,VERI,ENG,GAS,GBYTE,CTXC,ODE,DENT,SYS,DROP,BIX,SAI,FCT,ETN,ICN,NXS,SMART,DRGN,GTO,PZM,GRS,CVC,DIG,CENNZ,SKY,STORJ,VGX,STORM,SAN,NOAH,WICC,IGNIS,ZCL,RLC,SALT,MAN,NEXO,CVT,FSN,GNO,CRPT,HPB,WAB,DDD,REQ,VTC,BRD,RVN,BLOCK,TEN,SFT,ENJ,AUTO,XET,SOC,PPC,NCASH,TPAY,ANT,TNB,QSP,C20,DAX,LKY,BFT,BOS,ATX,EDG,NEBL,CND,EDO,CS,UNO,NMC,PART,NEC,AGI,DATA,BLZ,R,FXT,XWC,BCO,BCI,XPM,POE,MEDX,ACT,SMT,TRUE,SPHTX,UBQ,TEL,BHP,SRN,QKC,MTC,DBC,BITCNY
2018-09-02,BTC,ETH,XRP,BCH,EOS,XLM,LTC,USDT,ADA,MIOTA,XMR,DASH,TRX,NEO,ETC,BNB,XEM,VET,XTZ,ZEC,OMG,DOGE,LSK,ONT,BCN,ZRX,QTUM,NANO,DCR,BTG,ICX,DGB,ZIL,MKR,BTS,XVG,STEEM,AE,SC,BAT,REP,BTM,WAVES,NPXS,BCD,WTC,GNT,STRAT,ETP,PPT,SNT,HOT,KMD,WAN,RHOC,HC,IOST,MOAC,KCS,MITH,MAID,AION,DCN,ARDR,CNX,ELF,RDD,LINK,HT,DGD,XIN,BTCP,NAS,ARK,BNT,FUN,GXC,ZEN,MONA,MANA,QASH,ELA,AOA,NXT,WAXP,POWR,GAS,MCO,TTU,XZC,TUSD,KNC,DROP,PAY,KIN,CMT,LOOM,NULS,LRC,THETA,EMC,PIVX,SYS,ENG,NXS,POLY,SUB,CTXC,FCT,VERI,ODE,DENT,BIX,NOAH,GBYTE,DDD,ETN,ICN,DRGN,SAI,CVC,GTO,MAN,GRS,STORJ,SKY,SAN,STORM,ZCL,NCASH,AUTO,VGX,SALT,GNO,RVN,WICC,FSN,VTC,REQ,DIG,IGNIS,CENNZ,SMART,NEBL,PZM,NTY,HPB,NEXO,ENJ,PPC,RLC,BRD,ACT,CRPT,TEN,GO,C20,BFT,NMC,NEC,CVT,BLZ,BCI,EDR,ANT,ATX,QKC,BCO,SOC,XWC,TNB,CND,DAX,PART,SFT,BLOCK,RUFF,AGI,LKY,SMT,UBQ,QSP,RDN,BHP,DATA,EDG,BOS,R,EDO,CS,POE,TRUE,MDS,UNO,AMB,BTCD,XPM,VEE,XDN,MFT
2018-09-09,BTC,ETH,XRP,BCH,EOS,XLM,LTC,USDT,ADA,XMR,DASH,MIOTA,TRX,NEO,ETC,BNB,XEM,VET,XTZ,DOGE,ZEC,OMG,LSK,BCN,ONT,BTG,QTUM,DCR,ZRX,ZIL,BTS,NANO,BCD,DGB,ICX,MKR,AE,STEEM,SC,XVG,WAVES,NPXS,HOT,BTM,REP,BAT,ETP,WTC,PPT,STRAT,GNT,SNT,KMD,MITH,KCS,HC,QASH,XIN,FUN,MANA,NAS,GXC,PAY,MCO,NXT,ARK,GAS,BNT,MONA,BTCP,WAXP,CMT,ELA,THETA,POWR,XZC,KIN,PIVX,KNC,LRC,NULS,NXS,CTXC,ODE,AOA,BIX,LOOM,TTU,DRGN,NTY,SYS,ENG,SAI,POLY,GBYTE,FCT,ETN,SUB,EMC,TEN,GRS,DENT,VERI,LKY,ICN,CVC,DDD,GNO,STORJ,WICC,GTO,MAN,VTC,IGNIS,STORM,NEC,CENNZ,SKY,RVN,NOAH,SALT,ENJ,DIG,ABT,SMART,SAN,BRD,RLC,NMC,BCI,PPC,VGX,EDR,GVT,AUTO,BCO,BFT,NEXO,WGR,GO,CS,FSN,REQ,SFT,XWC,TRUE,SOC,C20,DGTX,COSM,QKC,HPB,TEL,PZM,NEBL,NCASH,ZCL,RDN,BHP,BLOCK,CVT,PART,VEE,SMT,ATX,AGI,UBQ,BLZ,ANT,CND,STQ,BOS,ITC,DATA,ACT,BURST,BITCNY,EDO,LYM,TNB,XAS,QSP,WAN,RHOC,IOST,MOAC,MAID,AION,DCN,ARDR,CNX,ELF,RDD,LINK,HT,DGD,ZEN,TUSD,DROP,CRPT
2018-09-16,BTC,ETH,XRP,BCH,EOS,XLM,LTC,USDT,XMR,ADA,MIOTA,DASH,TRX,NEO,ETC,XTZ,BNB,XEM,VET,DOGE,ZEC,OMG,LSK,BTG,BCN,ONT,NANO,DCR,BTS,ZRX,MKR,QTUM,BCD,DGB,ZIL,ICX,AE,WAVES,STEEM,XVG,SC,BTM,ETP,NPXS,BAT,REP,HOT,STRAT,GNT,WTC,PPT,MOAC,SNT,KMD,CNX,MAID,RDD,AOA,ARDR,WAN,KCS,IOST,RHOC,AION,MITH,HC,LINK,DCN,HT,TUSD,ELF,DROP,FUN,BTCD,ARK,XIN,BNT,MANA,ZEN,DGD,QASH,PAY,MCO,GXC,NXT,ELA,NAS,POWR,BTCP,MONA,THETA,LRC,WAXP,CMT,DRGN,GAS,XZC,PIVX,NXS,SAI,KIN,KNC,LOOM,NULS,SUB,SYS,BIX,ENG,ETN,CTXC,POLY,EMC,ODE,FCT,BCO,VERI,GRS,TTU,TEN,CVC,STORJ,NOAH,DENT,GBYTE,ICN,GVT,LKY,WICC,DIG,GTO,NEC,CND,SKY,STORM,MAN,DDD,EDR,SALT,SMART,ENJ,RNT,VTC,GNO,WGR,IGNIS,CENNZ,SAN,QKC,HPB,RLC,PZM,BRD,CS,C20,NTY,NEXO,VGX,BFT,RVN,REQ,PPC,CRPT,BHP,NCASH,SOC,FSN,TEL,BOS,APIS,GO,FXT,COSM,BITCNY,NEBL,TRUE,STQ,GCR,XWC,AGI,ABT,UBQ,BCI,SMT,SFT,TPAY,DGTX,RDN,VEE,ANT,EDO,TKY,BLZ,PART,AUTO,CVT,DATA,TNB,POE,ACT,MFT
2018-09-23,BTC,ETH,XRP,BCH,EOS,XLM,LTC,USDT,ADA,XMR,DASH,MIOTA,TRX,NEO,ETC,BNB,XTZ,XEM,VET,DOGE,ZEC,OMG,BTG,LSK,ONT,BCN,QTUM,MKR,ZRX,BTS,DCR,NANO,BCD,ZIL,DGB,ICX,SC,STEEM,AE,XVG,WAVES,ETP,BTM,BAT,NPXS,STRAT,REP,HOT,GNT,SNT,KMD,WTC,RHOC,MOAC,LINK,CNX,PPT,MAID,ARDR,ETN,MITH,IOST,WAN,KCS,AION,RDD,HC,TUSD,FUN,HT,DCN,ELF,MONA,DROP,BNT,MANA,ZEN,PAY,DGD,GXC,ARK,AOA,QASH,NXT,POWR,MCO,WAXP,NAS,CMT,XIN,THETA,BTCP,LRC,DRGN,KIN,ELA,PIVX,LOOM,GAS,EMC,KNC,SAI,XZC,NXS,POLY,SYS,NULS,CTXC,ENG,FCT,BIX,SUB,BCO,CENNZ,DENT,ICN,CVC,WICC,GRS,STORJ,GBYTE,GVT,LKY,NOAH,VERI,NEC,SALT,STORM,SKY,EDR,GTO,MAN,CND,HPB,DDD,TEL,ENJ,TTU,QKC,ODE,VTC,TEN,WGR,GCR,BRD,RLC,C20,IGNIS,SAN,REQ,SMART,FSN,GNO,CRPT,NCASH,BFT,BTCD,NEXO,RVN,PPC,CS,BHP,TPAY,TRUE,NTY,NEBL,VGX,ANT,EDO,RNT,GBC,TMC,DIG,APIS,STQ,OCN,BITCNY,SOC,DGTX,BCI,BLZ,RDN,SMT,XWC,NAV,CVT,BOS,AGI,UBQ,GO,VEE,POE,AMB,ACT,ABT,TNB,DATA,QSP,BTO,BLOCK
2018-09-30,BTC,ETH,XRP,BCH,EOS,XLM,LTC,USDT,ADA,XMR,MIOTA,DASH,TRX,NEO,ETC,BNB,XEM,XTZ,VET,DOGE,ZEC,OMG,BTG,BCN,LSK,ONT,MKR,ZRX,QTUM,DCR,BTS,BCD,NANO,ZIL,DGB,STEEM,ICX,AE,XVG,SC,WAVES,NPXS,BTM,ETP,BAT,ETN,STRAT,REP,GNT,RDD,HOT,KMD,SNT,ARDR,PPT,WTC,KCS,CNX,MOAC,LINK,XET,MITH,MAID,IOST,TUSD,WAN,HC,HT,AION,RHOC,DROP,BNT,ELF,MONA,GXC,DCN,MANA,ZEN,QASH,DGD,NAS,ARK,FUN,PAY,CMT,AOA,MCO,NXT,XIN,POWR,THETA,WAXP,PIVX,LOOM,GAS,LRC,DRGN,XZC,SAI,ELA,BTCP,OCN,KNC,KIN,POLY,SYS,NXS,NULS,ENG,SUB,CTXC,ENJ,NEC,FCT,BCO,CVC,EMC,BIX,NOAH,NEXO,GRS,WICC,TEL,CENNZ,ICN,GVT,DENT,QKC,LKY,STORM,STORJ,GBYTE,GTO,R,SKY,SALT,MAN,SAN,REQ,VERI,VTC,ZIP,EDR,TEN,WGR,RLC,DDD,IGNIS,CRPT,BHP,CND,BRD,HPB,NMC,C20,DATA,FSN,GCR,GNO,APL,BFT,RVN,VGX,STQ,TRUE,XDN,NCASH,BCI,PPC,EDO,NEBL,SMART,SMT,ANT,RNT,PLR,CS,DGTX,BLZ,AGI,RDN,SOC,POE,BITCNY,TTU,NTY,BLOCK,SXDT,RUFF,ACT,BOS,TNB,XWC,PART,QSP,GNX,TPAY,APIS,NAV,COSM
2018-10-07,BTC,ETH,XRP,BCH,EOS,XLM,LTC,USDT,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,XEM,XTZ,VET,DOGE,ZEC,OMG,BTG,MKR,BCN,ONT,ZRX,LSK,DCR,QTUM,BCD,BTS,NANO,ZIL,SC,DGB,ICX,STEEM,AE,XVG,WAVES,NPXS,BTM,ETN,BAT,ETP,HOT,STRAT,GNT,REP,SNT,PPT,KMD,CNX,TUSD,LINK,WTC,ARDR,WAN,MITH,RDD,IOST,KCS,MAID,XET,MOAC,HC,AION,AOA,HT,ELF,LRC,BNT,DGD,CMT,DCN,GXC,FUN,DROP,MANA,RHOC,QASH,ZEN,NAS,ARK,PAY,MONA,MCO,THETA,NXT,NOAH,LOOM,POWR,WAXP,ELA,PIVX,XIN,SAI,BTCP,NEXO,GAS,XZC,DGTX,DRGN,POLY,KNC,OCN,SYS,CTXC,IQ,NXS,KIN,NULS,ENG,BCO,SUB,GVT,QKC,SALT,EMC,CVC,BIX,ENJ,TEL,WICC,STORM,SKY,FCT,GRS,DENT,ICN,WGR,VERI,MAN,GTO,STORJ,LKY,R,GBYTE,CENNZ,CND,ZIP,REQ,MGO,TKY,DDD,BRD,RLC,SAN,TEN,NMC,EDR,VTC,HPB,IGNIS,ODE,RVN,EDO,BHP,C20,FSN,VGX,PLR,TOMO,GCR,RDN,NCASH,NEBL,SMT,BFT,TRUE,BLZ,APL,STQ,SMART,RUFF,DATA,AGI,CRPT,BLOCK,XDN,DIG,POE,GNO,DTA,CREDO,SOC,PPC,QSP,BITCNY,TNB,RNT,ANT,ACT,MEDX,CS,MDS,GO,SPANK,AMB
2018-10-14,BTC,ETH,XRP,BCH,EOS,XLM,LTC,USDT,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,XEM,XTZ,VET,DOGE,ZEC,MKR,BTG,OMG,ZRX,ONT,DCR,LSK,QTUM,AE,BCD,BTS,ZIL,DGB,BCN,NANO,ICX,SC,STEEM,XVG,NPXS,WAVES,ETN,BTM,ETP,BAT,TUSD,GNT,REP,STRAT,HOT,KMD,SNT,PPT,XET,LINK,ARDR,CNX,WTC,WAN,AION,MITH,IOST,DGTX,KCS,GXC,RDD,CMT,NAS,LRC,MAID,ELF,HT,HC,DGD,QASH,DCN,MOAC,ARK,FUN,BNT,LOOM,MONA,AOA,MANA,RHOC,DROP,MCO,ZEN,THETA,POWR,PIVX,ELA,PAY,SAI,NXT,WAXP,POLY,NEXO,XIN,XZC,QKC,GAS,KNC,OCN,BTCP,SYS,IQ,GVT,DRGN,NOAH,NEC,MGO,NULS,CTXC,STORJ,ENG,MDA,NXS,CVC,KIN,SALT,EMC,SUB,REQ,VERI,GRS,R,ENJ,SKY,BIX,WGR,RVN,BCO,WICC,LKY,FCT,ICN,DENT,STORM,GTO,TEL,BHP,BRD,MAN,RLC,VTC,DDD,GO,IGNIS,VGX,CENNZ,CREDO,EDO,TEN,CND,PLR,VITAE,SAN,GBYTE,HPB,TKY,ZIP,C20,MOD,RDN,AGI,TOMO,NCASH,NEBL,EDR,BOS,ODE,PAX,DATA,SMT,FSN,CRPT,BFT,MFT,MTL,BLZ,POE,SMART,PPC,TNB,BITCNY,AMB,ANT,QSP,APL,UBQ,ARB,IOTX,TRUE,GNO,STQ,DTA,SOC,RNT
